Date/Time,Type,Mode_of_Communication,Patron type,Details,Location
1/29/15 12:58,Service,In Person,Grad Student,Printing,San Francisco
1/29/15 13:11,Directional,In Person,Undergrad,,Oakland
1/29/15 13:24,Service,In Person,Undergrad,,San Francisco
1/29/15 12:09,Service,In Person,Grad Student,,San Francisco
1/29/15 14:38,Reference,In Person,Grad Student,Archives Consultation,Oakland
1/29/15 15:02,Directional,In Person,Undergrad,,San Francisco
1/29/15 15:16,Reference,In Person,,,Oakland
1/29/15 15:47,Directional,In Person,,,Oakland
1/29/15 15:50,Service,Email,Undergrad,VAULT,Online
1/29/15 15:57,Directional,In Person,Undergrad,,San Francisco
1/29/15 16:06,Service,In Person,Undergrad,,San Francisco
1/29/15 16:15,Directional,In Person,,,Oakland
1/29/15 16:31,Service,In Person,Faculty,,San Francisco
1/29/15 16:31,Directional,In Person,Faculty,,San Francisco
1/29/15 16:34,Service,Phone,Faculty,,San Francisco
1/29/15 18:11,Directional,In Person,Undergrad,,San Francisco
1/29/15 19:29,Directional,In Person,Undergrad,,San Francisco
1/29/15 18:49,Directional,In Person,Undergrad,,San Francisco
1/29/15 19:04,Directional,In Person,Grad Student,,San Francisco
1/29/15 19:15,Service,In Person,Undergrad,,Oakland
1/29/15 20:00,Technical/Computing,In Person,Undergrad,,Oakland
1/29/15 22:31,Technical/Computing,In Person,Undergrad,,Oakland
1/30/15 10:58,Directional,In Person,Faculty,,San Francisco
1/30/15 11:01,Service,In Person,Undergrad,,San Francisco
1/30/15 13:11,Directional,In Person,Undergrad,,San Francisco
1/30/15 13:11,Service,In Person,Undergrad,,San Francisco
1/30/15 13:11,Service,In Person,Undergrad,Printing,San Francisco
1/30/15 13:55,Directional,In Person,Undergrad,,San Francisco
1/30/15 14:24,Directional,In Person,Alumni,,San Francisco
1/30/15 14:41,Service,Phone,,,San Francisco
1/30/15 14:58,Service,Phone,Alumni or community member?,,San Francisco
1/30/15 15:16,Directional,In Person,Undergrad,,San Francisco
1/30/15 15:17,Directional,In Person,Undergrad,,San Francisco
1/30/15 15:17,Directional,In Person,Undergrad,,San Francisco
1/30/15 15:30,Directional,In Person,Faculty,,Oakland
1/30/15 15:30,Directional,In Person,Faculty,,Oakland
1/30/15 15:32,Service,In Person,Undergrad,,San Francisco
1/30/15 15:32,Service,In Person,Alumni,,San Francisco
1/30/15 15:48,Reference,In Person,Faculty,,Oakland
1/30/15 15:58,Technical/Computing,In Person,Faculty,Printing,Oakland
1/29/15 15:00,Reference,In Person,Undergrad,,San Francisco
1/30/15 16:12,Reference,In Person,Undergrad,,San Francisco
1/30/15 16:30,Service,Email,Undergrad,VAULT,Online
1/30/15 15:30,Technical/Computing,In Person,,,Oakland
1/30/15 16:56,Directional,In Person,Grad Student,,San Francisco
1/30/15 17:32,Service,In Person,Grad Student,,San Francisco
1/31/15 14:58,Service,Phone,Undergrad,,San Francisco
1/31/15 15:01,Directional,In Person,Grad Student,,San Francisco
1/31/15 15:53,Directional,Phone,Undergrad,,Oakland
1/31/15 17:16,Service,Phone,Undergrad,,Oakland
1/31/15 17:19,Directional,In Person,Undergrad,,San Francisco
2/1/15 14:51,Service,In Person,Grad Student,,San Francisco
2/1/15 14:51,Service,In Person,Undergrad,,San Francisco
2/1/15 14:56,Reference,Phone,Undergrad,,Oakland
2/1/15 14:56,Directional,In Person,Undergrad,,Oakland
2/1/15 15:31,Service,In Person,Grad Student,,San Francisco
2/1/15 15:41,Service,In Person,Undergrad,,Oakland
2/1/15 15:56,Reference,In Person,Undergrad,,Oakland
2/1/15 16:08,Service,In Person,Undergrad,,San Francisco
2/1/15 17:17,Service,In Person,Undergrad,,San Francisco
2/1/15 17:35,Reference,In Person,Grad Student,,San Francisco
2/1/15 17:45,Technical/Computing,In Person,,Printing,Oakland
2/1/15 19:32,Service,Email,Staff,VAULT,Online
2/2/15 8:22,Technical/Computing,In Person,Undergrad,Printing,Oakland
2/2/15 9:07,Technical/Computing,In Person,Undergrad,Printing,Oakland
2/2/15 9:09,Service,Email,Staff,VAULT,Online
2/2/15 10:04,Service,In Person,Undergrad,,Oakland
2/2/15 10:47,Reference,In Person,Faculty,,San Francisco
2/2/15 10:47,Directional,In Person,Undergrad,,San Francisco
2/2/15 10:53,Service,Email,Undergrad,VAULT,Online
2/2/15 11:35,Directional,In Person,Undergrad,,San Francisco
2/2/15 12:48,Service,In Person,Undergrad,,Oakland
2/2/15 13:24,Directional,In Person,Faculty,,San Francisco
2/2/15 13:56,Reference,In Person,Undergrad,,San Francisco
2/2/15 15:36,Service,In Person,Undergrad,,Oakland
2/2/15 15:44,Directional,In Person,Undergrad,,San Francisco
2/2/15 15:44,Directional,In Person,Undergrad,,San Francisco
2/2/15 15:56,Service,In Person,Faculty,,San Francisco
2/2/15 15:56,Service,In Person,Faculty,,San Francisco
2/2/15 15:56,Service,Phone,Faculty,,San Francisco
2/2/15 16:12,Service,In Person,Undergrad,,San Francisco
2/2/15 16:12,Service,In Person,Undergrad,Printing,San Francisco
2/2/15 16:13,Service,In Person,Undergrad,Printing,San Francisco
2/2/15 17:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
2/2/15 18:04,Service,In Person,Undergrad,,San Francisco
2/2/15 18:04,Directional,In Person,Grad Student,,San Francisco
2/2/15 18:47,Service,In Person,Undergrad,,San Francisco
2/2/15 19:12,Reference,In Person,Grad Student,,San Francisco
2/2/15 19:13,Directional,In Person,Undergrad,,San Francisco
2/2/15 21:12,Service,Email,Faculty,VAULT,Online
2/2/15 21:12,Service,Email,Faculty,VAULT,Oakland
2/3/15 8:17,Technical/Computing,In Person,,Printing,Oakland
2/3/15 8:31,Directional,In Person,,,Oakland
2/3/15 8:47,Directional,In Person,Undergrad,,Oakland
2/3/15 9:24,Service,Phone,Faculty,,San Francisco
2/3/15 10:02,Service,In Person,Grad Student,,San Francisco
2/3/15 10:06,Technical/Computing,In Person,,Printing,Oakland
2/3/15 10:06,Technical/Computing,In Person,,Printing,Oakland
2/3/15 11:07,Service,In Person,Undergrad,,San Francisco
2/3/15 10:14,Service,In Person,,,Oakland
2/3/15 10:20,Service,Email,Staff,VAULT,Online
2/3/15 10:45,Service,Phone,,,Oakland
2/3/15 10:46,Service,Phone,,,Oakland
2/3/15 11:05,Service,In Person,Undergrad,,Oakland
2/3/15 11:07,Service,In Person,Undergrad,,San Francisco
2/3/15 11:11,Service,In Person,Faculty,,San Francisco
2/3/15 11:11,Reference,In Person,Faculty,,San Francisco
2/3/15 11:11,Directional,In Person,Undergrad,,San Francisco
2/3/15 11:11,Service,In Person,Undergrad,,San Francisco
2/3/15 11:30,Directional,In Person,Undergrad,,San Francisco
2/3/15 11:33,Service,In Person,Faculty,VAULT,Oakland
2/3/15 11:35,Directional,In Person,,Printing,Oakland
2/3/15 11:39,Directional,In Person,Faculty,,San Francisco
2/3/15 12:14,Technical/Computing,In Person,Undergrad,,San Francisco
2/3/15 12:49,Reference,In Person,Undergrad,,San Francisco
2/3/15 13:13,Technical/Computing,Phone,Staff,VAULT,Oakland
2/3/15 13:23,Technical/Computing,In Person,Grad Student,,San Francisco
2/3/15 13:23,Directional,In Person,Grad Student,,San Francisco
2/3/15 13:24,Directional,In Person,Grad Student,,San Francisco
2/3/15 13:37,Technical/Computing,In Person,Undergrad,,San Francisco
2/3/15 15:16,Service,In Person,Undergrad,Printing,San Francisco
2/3/15 14:50,Directional,In Person,Undergrad,,San Francisco
2/3/15 15:35,Directional,In Person,Undergrad,,San Francisco
2/3/15 15:46,Service,Email,Faculty,VAULT,Online
2/3/15 15:46,Technical/Computing,Email,Faculty,VAULT,Oakland
2/3/15 15:47,Service,In Person,Faculty,,San Francisco
2/3/15 16:18,Service,In Person,Undergrad,,San Francisco
2/3/15 16:27,Service,In Person,Undergrad,,San Francisco
2/3/15 18:50,Directional,In Person,Undergrad,,San Francisco
2/3/15 19:00,Reference,In Person,Undergrad,,Oakland
2/3/15 19:32,Service,In Person,Grad Student,Printing,San Francisco
2/4/15 8:26,Service,In Person,Alumni,,Oakland
2/4/15 9:32,Service,In Person,Undergrad,,San Francisco
2/4/15 10:40,Service,Email,Faculty,,Oakland
2/4/15 10:40,Service,In Person,Undergrad,,San Francisco
2/4/15 11:33,Service,In Person,Undergrad,,San Francisco
2/4/15 11:50,Service,In Person,Undergrad,,San Francisco
2/4/15 12:40,Service,In Person,Undergrad,,San Francisco
2/4/15 12:48,Service,In Person,Undergrad,,San Francisco
2/4/15 12:51,Service,In Person,Staff,,San Francisco
2/4/15 12:55,Service,In Person,Undergrad,Printing,San Francisco
2/4/15 12:57,Directional,In Person,Faculty,,San Francisco
2/4/15 13:06,Technical/Computing,In Person,Alumni,,Oakland
2/4/15 13:22,Service,In Person,Undergrad,,San Francisco
2/4/15 13:26,Reference,In Person,Undergrad,,San Francisco
2/4/15 13:27,Reference,In Person,Faculty,,San Francisco
2/4/15 13:27,Service,Phone,Faculty,,San Francisco
2/4/15 14:39,Directional,In Person,Undergrad,,San Francisco
2/4/15 15:34,Directional,In Person,Undergrad,,San Francisco
2/4/15 15:34,Technical/Computing,In Person,Faculty,Printing,San Francisco
2/4/15 15:52,Technical/Computing,In Person,Faculty,Printing,San Francisco
2/4/15 15:52,Technical/Computing,In Person,Undergrad,Printing,San Francisco
2/4/15 15:53,Service,In Person,Undergrad,,San Francisco
2/4/15 16:11,Technical/Computing,In Person,Undergrad,,San Francisco
2/4/15 17:08,Technical/Computing,In Person,Undergrad,,San Francisco
2/4/15 17:09,Directional,In Person,Undergrad,,San Francisco
2/4/15 18:09,Service,In Person,Faculty,,San Francisco
2/4/15 19:44,Technical/Computing,In Person,Undergrad,,San Francisco
2/4/15 19:59,Technical/Computing,In Person,,Printing,Oakland
2/4/15 20:53,Technical/Computing,In Person,Alumni,Printing,Oakland
2/4/15 22:41,Technical/Computing,In Person,Faculty,VAULT,Oakland
2/5/15 9:21,Service,Phone,Undergrad,,San Francisco
2/5/15 9:38,Service,Phone,Grad Student,,San Francisco
2/5/15 9:39,Service,Phone,Grad Student,,San Francisco
2/5/15 9:51,Service,Phone,WALL STREET JOURNAL CUST SERV,,San Francisco
2/5/15 10:09,Directional,In Person,Grad Student,,San Francisco
2/5/15 11:12,Directional,In Person,Undergrad,,San Francisco
2/5/15 11:14,Directional,In Person,Grad Student,,San Francisco
2/5/15 11:39,Technical/Computing,In Person,,Printing,Oakland
2/5/15 11:41,Technical/Computing,In Person,,Printing,Oakland
2/5/15 11:41,Technical/Computing,In Person,,,Oakland
2/5/15 11:46,Reference,In Person,Undergrad,,San Francisco
2/5/15 11:47,Reference,In Person,Undergrad,,San Francisco
2/5/15 13:28,Directional,In Person,Faculty,,San Francisco
2/5/15 13:33,Directional,In Person,Undergrad,,San Francisco
2/5/15 14:28,Service,In Person,Undergrad,,Oakland
2/5/15 14:30,Service,In Person,Grad Student,,San Francisco
2/5/15 15:24,Technical/Computing,In Person,,Printing,Oakland
2/5/15 15:40,Reference,In Person,Undergrad,,Oakland
2/3/15 17:30,Reference,In Person,Undergrad,,San Francisco
2/5/15 19:26,Technical/Computing,In Person,Undergrad,,Oakland
2/5/15 19:27,Technical/Computing,In Person,Faculty,Printing,Oakland
2/5/15 19:28,Directional,In Person,Extension student,,Oakland
2/5/15 19:00,Service,In Person,Undergrad,,Oakland
2/5/15 19:05,Technical/Computing,In Person,Faculty,,Oakland
2/6/15 8:50,Directional,In Person,Grad Student,,Oakland
2/6/15 11:05,Service,In Person,Undergrad,Printing,San Francisco
2/6/15 11:07,Service,In Person,Undergrad,,San Francisco
2/6/15 11:07,Directional,In Person,Undergrad,,San Francisco
2/6/15 11:13,Service,In Person,Undergrad,Printing,San Francisco
2/6/15 11:44,Technical/Computing,In Person,,Printing,Oakland
2/6/15 11:56,Service,In Person,,,Oakland
2/6/15 12:55,Directional,In Person,Grad Student,,San Francisco
2/6/15 13:29,Directional,In Person,,,Oakland
2/6/15 13:58,Service,In Person,Grad Student,,San Francisco
2/6/15 13:58,Directional,In Person,Undergrad,,San Francisco
2/6/15 14:24,Reference,In Person,Faculty,,Oakland
2/6/15 14:25,Directional,In Person,Undergrad,,Oakland
2/6/15 14:39,Service,In Person,Grad Student,,San Francisco
2/6/15 15:42,Directional,In Person,,,Oakland
2/6/15 16:27,Service,In Person,,,Oakland
2/6/15 16:36,Directional,In Person,,,Oakland
2/7/15 14:22,Service,Phone,Undergrad,,San Francisco
2/7/15 14:33,Directional,Phone,Grad Student,,San Francisco
2/7/15 15:38,Technical/Computing,In Person,Undergrad,,San Francisco
2/7/15 16:03,Service,In Person,Undergrad,,San Francisco
2/7/15 17:42,Service,In Person,Undergrad,,San Francisco
2/8/15 14:39,Service,In Person,Undergrad,,San Francisco
2/8/15 14:39,Service,In Person,Undergrad,,San Francisco
2/8/15 14:40,Service,In Person,Grad Student,,San Francisco
2/8/15 15:10,Service,In Person,Undergrad,,San Francisco
2/8/15 16:04,Service,In Person,Undergrad,,San Francisco
2/8/15 17:04,Service,In Person,Grad Student,,San Francisco
2/8/15 17:34,Service,In Person,Undergrad,,San Francisco
2/8/15 17:34,Service,In Person,Undergrad,,San Francisco
2/8/15 17:44,Directional,In Person,,,Oakland
2/9/15 9:15,Service,Email,Grad Student,,Online
2/9/15 9:44,Technical/Computing,In Person,Undergrad,,Oakland
2/9/15 11:11,Service,Phone,Grad Student,,San Francisco
2/9/15 11:41,Service,In Person,Grad Student,,San Francisco
2/9/15 12:19,Service,In Person,Faculty,,Oakland
2/9/15 12:30,Service,In Person,,,Oakland
2/9/15 12:32,Service,Phone,Faculty,,San Francisco
2/9/15 12:32,Service,In Person,Undergrad,,San Francisco
2/9/15 13:19,Directional,In Person,Staff,,San Francisco
2/9/15 14:27,Directional,In Person,Undergrad,,San Francisco
2/9/15 14:31,Service,In Person,Faculty,,Oakland
2/9/15 14:46,Directional,In Person,Faculty,,San Francisco
2/9/15 14:46,Service,In Person,Undergrad,,San Francisco
2/9/15 15:26,Directional,In Person,Undergrad,,San Francisco
2/9/15 15:43,Service,In Person,Undergrad,,San Francisco
2/9/15 17:44,Directional,In Person,Grad Student,,San Francisco
2/9/15 18:01,Technical/Computing,In Person,Undergrad,Printing,Oakland
2/9/15 18:06,Directional,In Person,Faculty,,San Francisco
2/9/15 18:12,Directional,In Person,Undergrad,,San Francisco
2/9/15 18:12,Reference,In Person,Undergrad,,Oakland
2/9/15 18:38,Directional,In Person,Grad Student,,San Francisco
2/9/15 18:44,Service,In Person,Undergrad,,San Francisco
2/9/15 18:47,Reference,In Person,Grad Student,,San Francisco
2/9/15 18:48,Reference,In Person,Undergrad,,San Francisco
2/9/15 19:03,Directional,In Person,Undergrad,,San Francisco
2/9/15 22:13,Service,In Person,Undergrad,Printing,Oakland
2/9/15 22:15,Service,In Person,Undergrad,Printing,Oakland
2/10/15 8:20,Technical/Computing,In Person,,Printing,Oakland
2/10/15 8:42,Service,Email,Faculty,,San Francisco
2/10/15 9:11,Technical/Computing,In Person,,,Oakland
2/10/15 9:12,Technical/Computing,In Person,,,Oakland
2/10/15 9:12,Technical/Computing,In Person,,,Oakland
2/10/15 9:18,Reference,In Person,Grad Student,,San Francisco
2/10/15 12:01,Reference,In Person,Undergrad,,San Francisco
2/10/15 12:50,Technical/Computing,In Person,Undergrad,,San Francisco
2/10/15 13:40,Service,In Person,Undergrad,,Oakland
2/10/15 13:48,Directional,In Person,Undergrad,,Oakland
2/10/15 14:09,Service,In Person,Faculty,,Oakland
2/10/15 14:09,Technical/Computing,In Person,Undergrad,Printing,Oakland
2/10/15 14:33,Technical/Computing,In Person,Undergrad,,San Francisco
2/10/15 14:47,Service,In Person,Undergrad,,San Francisco
2/10/15 14:54,Service,In Person,Grad Student,,San Francisco
2/10/15 14:54,Service,Email,Faculty,,San Francisco
2/10/15 15:16,Directional,In Person,Grad Student,,San Francisco
2/10/15 15:16,Service,In Person,Undergrad,,San Francisco
2/10/15 15:16,Directional,In Person,Undergrad,,San Francisco
2/10/15 15:33,Service,In Person,,,Oakland
2/10/15 15:36,Directional,In Person,Undergrad,,San Francisco
2/10/15 15:55,Reference,In Person,Undergrad,,San Francisco
2/10/15 16:08,Reference,In Person,Grad Student,,San Francisco
2/10/15 16:10,Directional,In Person,Undergrad,,San Francisco
2/10/15 16:10,Service,Phone,Grad Student,,San Francisco
2/10/15 18:16,Directional,In Person,Undergrad,,San Francisco
2/10/15 18:40,Service,In Person,Undergrad,Printing,San Francisco
2/10/15 18:54,Directional,In Person,Undergrad,,Oakland
2/10/15 18:54,Reference,In Person,Undergrad,,Oakland
2/10/15 19:12,Technical/Computing,In Person,,,Oakland
2/11/15 9:14,Technical/Computing,In Person,,Printing,Oakland
2/11/15 9:32,Directional,In Person,,,Oakland
2/11/15 11:02,Service,Phone,vendor,,Oakland
2/11/15 13:49,Reference,In Person,Faculty,VAULT,Oakland
2/11/15 14:02,Reference,In Person,Faculty,Archives Consultation,Oakland
2/11/15 14:25,Directional,In Person,Grad Student,,San Francisco
2/11/15 14:35,Service,In Person,Grad Student,,San Francisco
2/11/15 15:21,Service,Phone,Faculty,,San Francisco
2/11/15 15:21,Service,In Person,Undergrad,Printing,San Francisco
2/11/15 15:22,Service,In Person,Undergrad,Printing,San Francisco
2/11/15 15:39,Service,In Person,Grad Student,,San Francisco
2/11/15 15:41,Service,In Person,Undergrad,,Oakland
2/11/15 15:41,Service,In Person,Undergrad,,Oakland
2/11/15 15:42,Service,In Person,,,Oakland
2/11/15 18:48,Service,In Person,Undergrad,,Oakland
2/11/15 18:49,Directional,In Person,Undergrad,,Oakland
2/11/15 18:56,Service,In Person,Undergrad,,Oakland
2/11/15 19:51,Service,In Person,Grad Student,,San Francisco
2/12/15 9:17,Directional,In Person,Staff,,San Francisco
2/12/15 9:31,Technical/Computing,In Person,Undergrad,Printing,Oakland
2/12/15 9:31,Service,In Person,Undergrad,,Oakland
2/12/15 9:43,Technical/Computing,In Person,Faculty,,Oakland
2/12/15 10:07,Service,In Person,Undergrad,,San Francisco
2/12/15 11:53,Reference,In Person,Staff,Archives Consultation,Oakland
2/12/15 12:13,Technical/Computing,In Person,Undergrad,,San Francisco
2/12/15 13:50,Technical/Computing,In Person,Undergrad,,San Francisco
2/12/15 13:54,Directional,In Person,Faculty,,San Francisco
2/12/15 14:24,Service,In Person,Grad Student,,San Francisco
2/12/15 16:06,Service,In Person,,,Oakland
2/12/15 16:07,Reference,In Person,Undergrad,,San Francisco
2/12/15 16:10,Service,In Person,Grad Student,,San Francisco
2/12/15 15:04,Service,In Person,Undergrad,,San Francisco
2/12/15 16:48,Service,In Person,Faculty,,San Francisco
2/12/15 16:57,Service,In Person,,,Oakland
2/12/15 18:29,Directional,In Person,Undergrad,,San Francisco
2/12/15 19:08,Technical/Computing,In Person,,Printing,Oakland
2/12/15 19:29,Technical/Computing,In Person,,Printing,Oakland
2/12/15 21:11,Reference,In Person,Faculty,,Oakland
2/12/15 21:41,Technical/Computing,In Person,,Printing,Oakland
2/13/15 9:46,Service,Phone,Faculty,,Oakland
2/13/15 10:05,Service,In Person,Grad Student,,Oakland
2/13/15 11:42,Technical/Computing,In Person,,,Oakland
